state,2020 legal status,2020 Legal Status Code,City,Population,Violent Crime,Murder and nonnegligent manslaughter,Rape2,Robbery,Aggravated assault,Property Crime Total,Burglary,Larceny-theft,Motor vehicle theft,Arson3
Texas,Illegal,1,Boerne,"19,342",31,0,7,3,21,272,33,201,38,0
Texas,Illegal,1,Bogata3,"1,053",2,0,1,0,1,30,10,14,6,0
Texas,Illegal,1,Bonham,"10,416",16,0,5,2,9,100,12,80,8,0
Texas,Illegal,1,Borger,"12,318",33,0,6,1,26,354,100,219,35,0
Texas,Illegal,1,Bovina,"1,768",8,0,0,0,8,3,1,2,0,0
Texas,Illegal,1,Brady,"5,280",14,0,2,0,12,68,35,23,10,1
Texas,Illegal,1,Brazoria,"3,059",6,0,0,1,5,39,5,28,6,0
Texas,Illegal,1,Breckenridge,"5,386",17,0,1,1,15,119,21,88,10,2
Texas,Illegal,1,Bremond,971,3,0,0,1,2,19,9,8,2,1
Texas,Illegal,1,Brenham,"18,106",51,0,16,5,30,308,37,253,18,0
Texas,Illegal,1,Bridge City3,"7,864",13,0,5,0,8,80,13,57,10,0
Texas,Illegal,1,Bridgeport,"6,732",10,3,0,0,7,69,10,51,8,0
Texas,Illegal,1,Brookshire,"5,948",18,1,3,1,13,67,13,46,8,2
Texas,Illegal,1,Brookside Village,"1,583",3,0,1,1,1,16,5,9,2,0
Texas,Illegal,1,Brownfield,"9,324",28,0,4,0,24,250,36,47,167,1
Texas,Illegal,1,Brownsboro,"1,309",0,0,0,0,0,0,0,0,0,0
Texas,Illegal,1,Brownsville,"183,627",738,7,83,153,495,"3,394",403,"2,870",121,14
Texas,Illegal,1,Brownwood,"18,367",86,0,17,12,57,595,109,451,35,5
Texas,Illegal,1,Bruceville-Eddy,"1,705",4,0,0,0,4,21,11,5,5,0
Texas,Illegal,1,Bryan3,"87,435",463,7,104,49,303,"1,718",280,"1,302",136,6
Texas,Illegal,1,Buda3,"18,531",37,0,4,9,24,277,31,227,19,0
Texas,Illegal,1,Bullard,"3,900",3,0,0,0,3,19,7,10,2,0
Texas,Illegal,1,Bulverde,"5,370",6,0,1,1,4,86,6,74,6,0
Texas,Illegal,1,Burkburnett,"11,321",20,0,4,2,14,155,36,106,13,0
Texas,Illegal,1,Burleson3,"49,660",108,1,18,6,83,671,67,519,85,2
Texas,Illegal,1,Burnet,"6,455",18,0,6,0,12,74,15,49,10,2
Texas,Illegal,1,Cactus,"3,250",6,0,2,0,4,41,5,25,11,0
Texas,Illegal,1,Caddo Mills3,"1,739",9,0,0,0,9,16,3,7,6,0
Texas,Illegal,1,Cameron,"5,458",16,0,2,1,13,88,46,37,5,1
Texas,Illegal,1,Canton,"3,895",7,1,0,2,4,71,5,61,5,0
Texas,Illegal,1,Canyon,"16,263",14,0,7,2,5,132,9,117,6,0
Texas,Illegal,1,Carthage,"6,395",24,0,5,1,18,180,23,149,8,2
Texas,Illegal,1,Castle Hills,"4,509",11,0,0,6,5,271,24,213,34,1
Texas,Illegal,1,Castroville,"3,159",6,0,1,1,4,41,12,26,3,1
Texas,Illegal,1,Cedar Hill3,"48,352",69,4,12,12,41,920,80,744,96,0
Texas,Illegal,1,Cedar Park3,"82,653",83,1,33,13,36,"1,059",171,797,91,0
Texas,Illegal,1,Celina,"18,165",19,1,7,0,11,130,13,116,1,0
Texas,Illegal,1,Center,"5,157",15,0,2,1,12,91,13,76,2,1
Texas,Illegal,1,Chandler3,"3,233",2,0,0,1,1,28,8,20,0,0
Texas,Illegal,1,Childress,"6,039",8,0,1,0,7,35,11,17,7,0
Texas,Illegal,1,Cibolo3,"32,777",37,0,8,4,25,271,43,209,19,0
Texas,Illegal,1,Cisco,"3,774",16,0,3,3,10,73,32,32,9,1
Texas,Illegal,1,Clarksville,"3,042",2,0,0,0,2,16,5,9,2,0
Texas,Illegal,1,Cleburne,"31,486",104,1,22,11,70,522,90,370,62,3
Texas,Illegal,1,Cleveland,"8,285",48,3,0,3,42,346,48,261,37,0
Texas,Illegal,1,Clifton3,"3,446",3,1,0,0,2,15,4,10,1,0
Texas,Illegal,1,Clyde,"3,838",4,0,0,0,4,42,18,24,0,1
Texas,Illegal,1,College Station,"120,831",217,2,55,27,133,"2,299",321,"1,768",210,2
Texas,Illegal,1,Colleyville3,"27,602",8,0,2,3,3,154,13,137,4,0
Texas,Illegal,1,Collinsville3,"2,000",2,0,1,0,1,1,1,0,0,0
Texas,Illegal,1,Columbus,"3,646",11,0,0,5,6,57,5,47,5,0
Texas,Illegal,1,Comanche3,"4,183",8,0,2,1,5,110,20,84,6,2
Texas,Illegal,1,Combes3,"3,002",8,0,2,0,6,38,7,24,7,0
Texas,Illegal,1,Conroe,"94,451",175,2,35,47,91,"2,336",246,"1,914",176,2
Texas,Illegal,1,Coppell3,"41,807",29,0,5,5,19,632,65,536,31,0
Texas,Illegal,1,Copperas Cove,"33,333",144,4,1,12,127,712,113,553,46,1
Texas,Illegal,1,Corinth3,"22,367",13,0,1,4,8,223,37,164,22,0
Texas,Illegal,1,Corpus Christi3,"329,050","2,772",34,232,478,"2,028","10,747","2,042","7,824",881,88
Texas,Illegal,1,Corrigan,"1,613",3,1,0,1,1,19,2,13,4,0
Texas,Illegal,1,Crandall3,"4,147",18,0,1,3,14,158,33,112,13,0
Texas,Illegal,1,Crowley3,"16,909",47,1,4,3,39,417,47,346,24,0
Texas,Illegal,1,Crystal City,"7,158",7,0,0,0,7,28,13,15,0,0
Texas,Illegal,1,Cuero,"8,237",43,0,4,1,38,167,34,113,20,2
Texas,Illegal,1,Cumby,800,0,0,0,0,0,0,0,0,0,0
Texas,Illegal,1,Cuney,140,0,0,0,0,0,0,0,0,0,0
Texas,Illegal,1,Daingerfield3,"2,362",25,0,1,0,24,45,9,32,4,0
Texas,Illegal,1,Dalhart3,"8,349",23,1,4,1,17,148,39,100,9,1
Texas,Illegal,1,Dallas,"1,363,028","11,514",236,569,"3,292","7,417","46,974","9,917","26,656","10,401",180
Texas,Illegal,1,Dalworthington Gardens3,"2,382",3,0,0,1,2,28,2,23,3,0
Texas,Illegal,1,Dawson,800,0,0,0,0,0,18,4,12,2,0
Texas,Illegal,1,Dayton,"8,510",9,0,1,1,7,170,26,123,21,2
Texas,Illegal,1,Decatur,"7,220",12,0,5,1,6,306,10,282,14,1
Texas,Illegal,1,Deer Park3,"33,631",45,0,13,7,25,573,63,466,44,0
Texas,Illegal,1,De Leon,"2,193",4,0,2,0,2,26,8,15,3,0
Texas,Illegal,1,Del Rio,"35,733",58,1,21,12,24,563,139,388,36,2
Texas,Illegal,1,Denison3,"25,858",113,1,23,9,80,484,124,276,84,1
Texas,Illegal,1,Denver City,"4,964",1,0,0,0,1,32,7,23,2,1
Texas,Illegal,1,DeSoto3,"53,515",189,2,17,44,126,"1,177",224,757,196,1
Texas,Illegal,1,Devine,"4,883",6,0,0,0,6,115,4,101,10,0
Texas,Illegal,1,Diboll3,"5,182",3,0,0,0,3,42,16,20,6,0
Texas,Illegal,1,Dickinson3,"21,364",76,1,13,13,49,408,118,242,48,1
Texas,Illegal,1,Dilley,"4,559",3,1,0,0,2,72,42,27,3,0
Texas,Illegal,1,"Dimmitt3,4","4,065",,0,0,0,,20,6,13,1,0
Texas,Illegal,1,Donna,"16,400",172,1,14,22,135,545,80,428,37,3
Texas,Illegal,1,Double Oak,"3,089",1,0,1,0,0,6,0,6,0,0
Texas,Illegal,1,Dublin3,"3,546",5,0,3,0,2,16,11,4,1,0
Texas,Illegal,1,Dumas,"13,729",33,0,8,1,24,283,30,209,44,1
Texas,Illegal,1,Duncanville3,"38,847",140,1,14,74,51,866,110,549,207,1
Texas,Illegal,1,Eagle Lake,"3,793",9,0,0,1,8,87,51,27,9,0
Texas,Illegal,1,Eagle Pass,"30,029",43,2,0,4,37,553,138,370,45,0
Texas,Illegal,1,Early,"3,205",10,0,3,0,7,62,14,46,2,1
Texas,Illegal,1,Eastland,"3,836",4,0,2,0,2,67,16,42,9,0
Texas,Illegal,1,Edinburg,"103,491",325,6,79,36,204,"2,310",281,"1,966",63,4
Texas,Illegal,1,Edna,"5,813",15,0,0,5,10,92,18,69,5,1
Texas,Illegal,1,El Campo,"11,523",59,2,4,7,46,357,44,278,35,0
Texas,Illegal,1,Electra,"2,723",11,0,0,3,8,30,5,21,4,0
Texas,Illegal,1,Elgin,"10,567",10,0,1,2,7,19,4,13,2,0
Texas,Illegal,1,El Paso3,"685,288","2,167",28,261,289,"1,589","8,507",847,"7,245",415,14
Texas,Illegal,1,Elsa,"7,274",18,0,0,5,13,215,23,191,1,1
Texas,Illegal,1,Emory,"1,368",6,0,2,0,4,13,4,5,4,1
Texas,Illegal,1,Ennis,"20,557",40,3,9,7,21,384,48,301,35,1
Texas,Illegal,1,Everman3,"6,220",33,0,6,8,19,90,10,69,11,0
Texas,Illegal,1,Fairfield,"2,885",8,0,0,1,7,48,8,31,9,0
Texas,Illegal,1,Fair Oaks Ranch3,"10,497",4,0,2,1,1,111,25,79,7,0
Texas,Illegal,1,Fairview3,"9,375",2,0,0,1,1,43,7,35,1,0
Texas,Illegal,1,Falfurrias,"4,797",31,0,0,0,31,105,46,59,0,1
Texas,Illegal,1,Farmers Branch3,"51,078",77,0,16,15,46,"1,011",146,675,190,3
Texas,Illegal,1,Farmersville3,"3,668",11,0,2,2,7,42,9,32,1,2
Texas,Illegal,1,Farwell,"1,283",0,0,0,0,0,12,6,4,2,0
Texas,Illegal,1,Fate,"16,917",8,0,5,0,3,100,13,80,7,0
Texas,Illegal,1,Ferris,"3,042",7,0,1,4,2,45,5,30,10,0
Texas,Illegal,1,Flatonia3,"1,436",1,0,0,0,1,17,4,9,4,0
Texas,Illegal,1,Floresville,"8,247",19,0,4,0,15,98,32,54,12,0
Texas,Illegal,1,Flower Mound,"80,907",45,1,15,8,21,552,59,463,30,0
Texas,Illegal,1,Forest Hill3,"13,058",48,1,5,12,30,328,46,209,73,1
Texas,Illegal,1,Forney,"29,366",23,0,1,10,12,456,37,379,40,0
Texas,Illegal,1,Fort Stockton,"8,429",17,0,1,1,15,106,19,80,7,1
Texas,Illegal,1,Fort Worth,"929,509","5,029",110,446,867,"3,606","25,405","3,410","18,487","3,508",141
Texas,Illegal,1,Frankston,"1,164",3,0,1,0,2,17,0,16,1,0
Texas,Illegal,1,Fredericksburg3,"11,604",8,0,1,0,7,111,23,81,7,0
Texas,Illegal,1,Freeport,"12,144",48,1,3,2,42,224,49,174,1,1
Texas,Illegal,1,Freer3,"2,651",8,0,1,0,7,47,12,28,7,0
Texas,Illegal,1,Friendswood3,"40,795",36,0,6,4,26,234,40,169,25,1
Texas,Illegal,1,Friona,"3,775",4,0,1,0,3,23,5,15,3,0
Texas,Illegal,1,Frisco,"212,626",183,1,38,31,113,"2,066",238,"1,724",104,2
Texas,Illegal,1,Fulshear,"14,094",3,0,0,0,3,55,4,46,5,0
Texas,Illegal,1,Gainesville3,"16,986",75,1,13,12,49,550,85,420,45,4
Texas,Illegal,1,Galveston3,"50,751",327,6,80,65,176,"1,694",225,"1,217",252,1
Texas,Illegal,1,Garden Ridge,"4,235",3,1,0,0,2,14,2,10,2,0
Texas,Illegal,1,Garland3,"241,845",695,6,72,285,332,"6,104",942,"4,081","1,081",8
Texas,Illegal,1,Garrison,871,0,0,0,0,0,4,1,3,0,1
Texas,Illegal,1,Gatesville,"12,394",19,1,4,1,13,132,30,89,13,2
Texas,Illegal,1,Georgetown,"84,210",123,4,50,16,53,"1,077",148,836,93,3
Texas,Illegal,1,Giddings3,"5,126",24,1,7,2,14,87,0,80,7,1
Texas,Illegal,1,Gilmer,"5,171",34,0,5,4,25,179,10,155,14,0
Texas,Illegal,1,Gladewater,"6,333",20,0,2,1,17,166,36,109,21,0
Texas,Illegal,1,Glenn Heights,"13,662",36,0,7,7,22,192,37,137,18,2
Texas,Illegal,1,Godley3,"1,423",7,0,2,0,5,8,3,4,1,0
Texas,Illegal,1,Graham,"8,593",14,2,4,3,5,48,8,37,3,1
Texas,Illegal,1,Granbury3,"11,080",14,1,3,1,9,482,27,436,19,0
Texas,Illegal,1,Grand Prairie,"196,990",483,12,49,78,344,"3,791",351,"2,829",611,5
Texas,Illegal,1,Grand Saline,"3,178",10,1,1,1,7,31,11,9,11,0
Texas,Illegal,1,Grapevine3,"56,343",99,1,20,20,58,"1,183",90,958,135,3
Texas,Illegal,1,Greenville3,"29,209",62,1,15,21,25,493,56,386,51,8
Texas,Illegal,1,Gregory,"1,886",1,0,1,0,0,12,6,6,0,0
Texas,Illegal,1,Groesbeck,"4,244",6,0,3,0,3,89,17,64,8,2
Texas,Illegal,1,Groves3,"15,412",88,1,6,11,70,317,52,229,36,1
Texas,Illegal,1,Gun Barrel City,"6,269",6,0,1,0,5,89,32,40,17,0
Texas,Illegal,1,Gunter,"1,696",0,0,0,0,0,5,0,4,1,0
Texas,Illegal,1,Hallettsville,"2,645",6,0,0,0,6,66,17,44,5,0
Texas,Illegal,1,Hallsville3,"4,382",1,0,0,0,1,14,5,8,1,0
Texas,Illegal,1,Haltom City3,"44,037",138,1,34,36,67,"1,354",171,965,218,1
Texas,Illegal,1,Hamilton,"3,005",3,0,0,1,2,32,2,30,0,0
Texas,Illegal,1,Hamlin,"2,010",0,0,0,0,0,12,3,7,2,0
Texas,Illegal,1,Harker Heights3,"33,091",58,5,12,14,27,429,64,311,54,4
Texas,Illegal,1,Harlingen,"65,014",269,3,21,67,178,"2,437",315,"1,999",123,11
Texas,Illegal,1,Haskell3,"3,136",2,0,0,0,2,20,6,11,3,0
Texas,Illegal,1,Hearne3,"4,345",19,0,0,5,14,80,46,25,9,0
Texas,Illegal,1,Heath,"9,584",8,0,1,0,7,46,4,41,1,0
Texas,Illegal,1,Hedwig Village,"2,643",5,0,0,2,3,162,3,149,10,0
Texas,Illegal,1,Helotes,"10,301",3,0,1,1,1,125,45,75,5,0
Texas,Illegal,1,Henderson,"13,093",73,1,5,5,62,545,93,420,32,2
Texas,Illegal,1,Hereford,"14,534",117,0,0,11,106,280,57,187,36,4
Texas,Illegal,1,Hewitt,"15,092",14,0,6,1,7,138,25,102,11,1
Texas,Illegal,1,Hickory Creek3,"4,979",3,0,0,1,2,70,6,54,10,0
Texas,Illegal,1,Hidalgo,"14,370",30,0,5,2,23,145,30,102,13,0
Texas,Illegal,1,Highland Park,"9,160",4,0,1,3,0,199,41,143,15,0
Texas,Illegal,1,Highland Village,"16,848",9,0,5,2,2,79,8,68,3,0
Texas,Illegal,1,Hill Country Village,"1,127",1,0,0,0,1,46,10,30,6,0
Texas,Illegal,1,Hillsboro,"8,480",11,1,4,2,4,167,14,140,13,0
Texas,Illegal,1,Hitchcock,"8,023",18,0,2,2,14,103,38,53,12,2
Texas,Illegal,1,Hollywood Park,"3,370",2,0,0,1,1,51,7,37,7,0
Texas,Illegal,1,Hondo,"9,506",21,0,5,2,14,161,36,119,6,3
Texas,Illegal,1,Honey Grove,"1,745",1,0,1,0,0,22,6,15,1,0
Texas,Illegal,1,Hooks3,"2,706",8,0,2,0,6,37,11,19,7,0
Texas,Illegal,1,Horizon City,"19,973",16,0,0,2,14,108,13,83,12,0
Texas,Illegal,1,Horseshoe Bay,"4,085",5,0,0,0,5,5,2,3,0,0
Texas,Illegal,1,Houston,"2,346,155","29,474",400,"1,137","8,757","19,180","98,043","15,788","67,474","14,781",532
Texas,Illegal,1,Howe3,"3,442",4,0,1,0,3,5,0,5,0,0
Texas,Illegal,1,Hudson,"5,035",5,0,0,0,5,85,32,48,5,0
Texas,Illegal,1,Hudson Oaks,"2,587",0,0,0,0,0,95,4,80,11,0
Texas,Illegal,1,Humble3,"15,901",163,3,37,46,77,"1,328",88,"1,039",201,2
Texas,Illegal,1,Huntington,"2,110",0,0,0,0,0,13,6,7,0,0
Texas,Illegal,1,Huntsville,"42,648",157,1,23,20,113,674,95,509,70,4
Texas,Illegal,1,Hurst3,"38,796",97,2,18,23,54,"1,018",94,821,103,1
Texas,Illegal,1,Hutto3,"29,590",25,0,7,4,14,199,46,132,21,0
Texas,Illegal,1,Idalou,"2,308",3,0,0,0,3,31,4,24,3,1
Texas,Illegal,1,Ingleside3,"10,296",32,0,8,2,22,126,38,74,14,2
Texas,Illegal,1,Ingram,"1,859",4,0,0,0,4,15,4,11,0,0
Texas,Illegal,1,Iowa Colony,"3,686",6,0,2,1,3,41,15,21,5,0
Texas,Illegal,1,Iowa Park,"6,334",6,0,0,0,6,40,6,28,6,0
Texas,Illegal,1,Irving3,"242,976",780,9,130,222,419,"6,223",673,"4,581",969,11
Texas,Illegal,1,Jacinto City,"10,455",15,0,1,10,4,317,23,246,48,0
Texas,Illegal,1,Jacksboro,"4,372",6,0,1,0,5,39,6,29,4,0
Texas,Illegal,1,Jacksonville,"14,843",40,0,8,3,29,243,71,150,22,1
Texas,Illegal,1,Jamaica Beach3,"1,089",4,0,0,0,4,8,5,1,2,0
Texas,Illegal,1,Jarrell,"1,953",0,0,0,0,0,23,3,18,2,0
Texas,Illegal,1,Jasper,"7,543",31,1,0,1,29,254,46,194,14,1
Texas,Illegal,1,Jersey Village3,"7,921",17,0,2,7,8,264,60,152,52,0
Texas,Illegal,1,Jones Creek,"2,079",2,0,0,0,2,20,2,16,2,0
Texas,Illegal,1,Jonestown,"2,139",12,0,0,0,12,43,10,29,4,0
Texas,Illegal,1,Josephine3,"2,182",2,0,0,0,2,14,1,10,3,0
Texas,Illegal,1,Joshua3,"8,319",23,0,1,1,21,61,13,44,4,0
Texas,Illegal,1,Jourdanton,"4,467",4,0,0,0,4,2,0,1,1,0
Texas,Illegal,1,Junction3,"2,387",1,1,0,0,0,5,2,3,0,0
Texas,Illegal,1,Karnes City3,"3,419",11,0,0,0,11,39,3,35,1,1
Texas,Illegal,1,Katy,"22,797",48,0,11,12,25,719,50,607,62,0
Texas,Illegal,1,Kaufman,"7,930",30,0,3,3,24,167,26,123,18,0
Texas,Illegal,1,Keene,"6,619",15,0,3,0,12,39,10,25,4,0
Texas,Illegal,1,Keller3,"48,117",39,1,10,1,27,333,38,273,22,0
Texas,Illegal,1,Kemah3,"2,046",8,0,3,0,5,93,11,76,6,0
Texas,Illegal,1,Kemp,"1,259",2,0,0,0,2,21,4,14,3,0
Texas,Illegal,1,Kenedy3,"3,357",10,0,2,2,6,109,32,65,12,1
Texas,Illegal,1,Kennedale3,"8,881",10,0,2,2,6,137,38,81,18,1
Texas,Illegal,1,Kerens,"1,519",0,0,0,0,0,34,18,8,8,0
Texas,Illegal,1,Kermit,"6,583",11,0,0,1,10,126,50,67,9,0
Texas,Illegal,1,Kerrville,"23,912",65,0,14,1,50,244,23,203,18,0
Texas,Illegal,1,Kilgore,"15,016",54,1,7,8,38,317,38,241,38,0
Texas,Illegal,1,"Killeen3,4","154,417","1,033",26,87,159,761,,,"1,851",436,5
Texas,Illegal,1,Kingsville,"25,195",118,1,23,11,83,581,130,432,19,0
Texas,Illegal,1,Knox City,"1,118",5,0,2,0,3,17,8,8,1,0
Texas,Illegal,1,Kountze,"2,104",6,0,0,2,4,39,13,21,5,0
Texas,Illegal,1,Kyle,"51,306",81,1,30,7,43,544,48,449,47,1
Texas,Illegal,1,Lacy-Lakeview,"6,748",31,0,5,6,20,194,48,133,13,3
Texas,Illegal,1,La Feria,"7,232",29,0,0,2,27,94,20,71,3,0
Texas,Illegal,1,La Grange,"4,680",15,0,4,0,11,95,7,79,9,0
Texas,Illegal,1,La Grulla,"1,710",2,0,0,0,2,2,0,1,1,0
Texas,Illegal,1,Laguna Vista,"3,183",4,0,0,0,4,19,5,13,1,0
Texas,Illegal,1,La Joya,"4,326",17,0,1,0,16,25,4,21,0,0
Texas,Illegal,1,Lake Dallas3,"8,174",15,0,2,3,10,103,18,73,12,0
Texas,Illegal,1,Lake Jackson3,"27,265",46,2,8,2,34,600,46,501,53,0
Texas,Illegal,1,Lakeport,998,0,0,0,0,0,3,0,1,2,0
Texas,Illegal,1,"Lakeview, Harrison County3","6,231",6,0,0,1,5,66,11,50,5,2
Texas,Illegal,1,Lakeway,"16,537",15,0,5,4,6,220,35,170,15,0
Texas,Illegal,1,Lake Worth3,"4,921",20,0,3,8,9,270,17,229,24,0
Texas,Illegal,1,La Marque3,"17,656",94,2,11,20,61,747,101,576,70,1
Texas,Illegal,1,Lamesa,"9,119",56,0,13,2,41,367,92,242,33,2
Texas,Illegal,1,Lampasas,"8,132",23,0,3,0,20,197,27,159,11,0
Texas,Illegal,1,Lancaster,"39,587",204,1,17,53,133,948,117,666,165,2
Texas,Illegal,1,La Porte3,"35,102",81,0,14,12,55,441,64,322,55,0
Texas,Illegal,1,Laredo,"265,515",859,12,90,156,601,"3,836",626,"2,994",216,60
Texas,Illegal,1,"Lavon3,4","3,944",4,0,0,0,4,,9,,0,0
Texas,Illegal,1,League City3,"110,518",127,1,37,25,64,"1,493",166,"1,201",126,0
Texas,Illegal,1,Leander3,"68,571",62,0,24,4,34,600,78,465,57,2
Texas,Illegal,1,Leon Valley,"12,453",23,0,2,5,16,532,59,389,84,0
Texas,Illegal,1,Lewisville,"110,800",324,3,76,73,172,"1,949",275,"1,428",246,16
Texas,Illegal,1,Liberty,"9,418",29,0,3,0,26,164,14,137,13,2
Texas,Illegal,1,Liberty Hill3,"3,345",4,0,1,2,1,48,14,31,3,0
Texas,Illegal,1,Linden3,"1,908",4,0,1,0,3,24,8,15,1,1
Texas,Illegal,1,Little Elm3,"57,482",85,2,28,5,50,219,26,165,28,1
Texas,Illegal,1,Littlefield,"5,786",20,2,0,1,17,123,46,65,12,0
Texas,Illegal,1,Live Oak3,"16,910",27,2,6,9,10,556,51,436,69,1
Texas,Illegal,1,Livingston,"5,240",22,0,1,5,16,252,10,227,15,0
Texas,Illegal,1,Llano,"3,525",7,0,1,1,5,44,13,26,5,0
Texas,Illegal,1,Lockhart,"14,297",17,0,2,1,14,178,34,130,14,0
Texas,Illegal,1,Lone Star,"1,472",3,0,0,0,3,2,1,0,1,0
Texas,Illegal,1,Longview,"81,751",276,10,62,47,157,"2,362",461,"1,729",172,3
Texas,Illegal,1,Lorena,"1,762",2,0,1,0,1,24,2,16,6,0
Texas,Illegal,1,Los Fresnos,"7,929",19,0,2,1,16,110,9,96,5,0
Texas,Illegal,1,Lubbock,"262,146","2,852",28,225,431,"2,168","10,770","2,296","7,316","1,158",102
Texas,Illegal,1,"Lufkin3,4","35,007",284,2,32,46,204,,,"1,103",119,0
Texas,Illegal,1,Luling,"5,923",50,1,9,4,36,67,14,43,10,1
Texas,Illegal,1,Lumberton,"13,195",16,0,5,0,11,155,9,121,25,0
Texas,Illegal,1,Lytle,"3,135",2,0,0,1,1,109,8,88,13,0
Texas,Illegal,1,Madisonville,"4,715",12,0,0,1,11,60,19,35,6,0
Texas,Illegal,1,Magnolia3,"2,193",8,0,0,3,5,31,7,20,4,0
Texas,Illegal,1,Manor,"15,569",32,1,6,6,19,211,22,166,23,1
Texas,Illegal,1,Mansfield3,"74,360",68,3,8,17,40,863,90,698,75,2
Texas,Illegal,1,Manvel,"13,971",15,0,3,2,10,91,20,64,7,0
Texas,Illegal,1,Marble Falls,"7,157",33,0,8,2,23,145,29,112,4,0
Texas,Illegal,1,Marfa,"1,589",12,0,0,0,12,6,0,3,3,0
Texas,Illegal,1,Marlin3,"5,539",38,0,0,4,34,74,31,33,10,0
Texas,Illegal,1,Marshall3,"22,755",115,3,9,15,88,500,121,345,34,4
Texas,Illegal,1,Mathis,"4,694",24,1,2,3,18,91,24,57,10,2
Texas,Illegal,1,McAllen,"144,569",123,3,43,23,54,"2,791",139,"2,603",49,2
Texas,Illegal,1,McGregor,"5,368",17,0,9,0,8,46,8,38,0,0
Texas,Illegal,1,McKinney,"208,335",280,1,59,44,176,"1,950",218,"1,519",213,4
Texas,Illegal,1,Meadows Place,"4,587",6,0,0,4,2,139,10,128,1,0
Texas,Illegal,1,Melissa,"13,424",9,0,1,0,8,101,22,77,2,0
Texas,Illegal,1,Memorial Villages,"12,375",3,0,0,2,1,79,7,66,6,0
Texas,Illegal,1,Mercedes3,"16,699",85,2,12,9,62,497,52,404,41,7
Texas,Illegal,1,Mesquite,"141,325",619,11,69,149,390,"4,997",735,"3,408",854,11
Texas,Illegal,1,Mexia,"7,329",30,0,4,2,24,143,18,106,19,2
Texas,Illegal,1,Midland,"150,529",549,10,81,50,408,"3,119",404,"2,249",466,16
Texas,Illegal,1,Midlothian3,"34,962",32,0,5,7,20,308,30,265,13,0
Texas,Illegal,1,Mineola,"4,797",4,0,0,0,4,115,18,94,3,0
Texas,Illegal,1,Mineral Wells,"15,057",48,1,12,4,31,509,165,301,43,4
Texas,Illegal,1,Mission,"85,052",132,1,27,14,90,"1,304",133,"1,096",75,14
Texas,Illegal,1,Missouri City3,"76,476",130,2,15,41,72,689,88,547,54,3
Texas,Illegal,1,Monahans,"7,924",35,0,5,3,27,137,31,84,22,1
Texas,Illegal,1,Mont Belvieu,"6,954",13,0,3,1,9,136,13,91,32,0
Texas,Illegal,1,Montgomery3,"1,488",7,0,1,2,4,21,5,13,3,0
Texas,Illegal,1,Morgans Point Resort3,"4,738",3,0,0,1,2,18,5,8,5,0
Texas,Illegal,1,Moulton,901,0,0,0,0,0,2,1,1,0,0
Texas,Illegal,1,Mount Pleasant3,"15,974",90,0,14,11,65,353,68,248,37,4
Texas,Illegal,1,Muleshoe,"5,005",3,0,2,0,1,16,3,8,5,0
Texas,Illegal,1,Murphy,"20,798",8,0,3,1,4,168,14,150,4,0
Texas,Illegal,1,Mustang Ridge3,999,16,0,0,0,16,28,1,16,11,0
Texas,Illegal,1,Nacogdoches,"32,873",120,2,26,16,76,943,141,744,58,4
Texas,Illegal,1,Naples3,"1,307",3,0,0,1,2,7,1,4,2,0
Texas,Illegal,1,Nash,"3,938",49,0,11,1,37,59,14,45,0,0
Texas,Illegal,1,Nassau Bay3,"3,968",17,1,2,3,11,98,32,55,11,1
Texas,Illegal,1,Natalia,"1,610",4,0,3,0,1,12,5,6,1,0
Texas,Illegal,1,Navasota,"8,104",51,0,9,11,31,203,62,110,31,1
Texas,Illegal,1,Nederland,"17,413",50,1,8,4,37,278,48,194,36,1
Texas,Illegal,1,Needville3,"3,121",2,0,0,0,2,4,0,4,0,0
Texas,Illegal,1,New Boston3,"4,588",47,1,3,4,39,108,10,90,8,2
Texas,Illegal,1,New Braunfels,"94,751",219,6,10,25,178,"1,230",206,866,158,3
Texas,Illegal,1,Newton,"2,359",3,0,0,0,3,22,14,6,2,0
Texas,Illegal,1,Nixon,"2,560",8,0,0,0,8,16,9,5,2,0
Texas,Illegal,1,Nocona,"2,999",6,0,1,0,5,8,4,2,2,0
Texas,Illegal,1,Northeast3,"3,485",1,0,1,0,0,84,2,76,6,0
Texas,Illegal,1,Northlake,"3,582",5,0,1,2,2,62,7,51,4,0
Texas,Illegal,1,Oak Ridge North,"3,171",5,0,0,2,3,51,7,40,4,0
Texas,Illegal,1,Odessa3,"126,288","1,020",13,107,106,794,"3,163",586,"2,113",464,22
Texas,Illegal,1,Olmos Park,"2,492",1,0,0,0,1,42,4,34,4,0
Texas,Illegal,1,Olney,"3,080",12,0,1,0,11,86,61,21,4,2
Texas,Illegal,1,Olton,"2,043",11,0,2,0,9,47,16,27,4,4
Texas,Illegal,1,Onalaska,"3,006",14,0,4,1,9,39,9,22,8,2
Texas,Illegal,1,Orange,"18,064",81,2,9,12,58,321,92,182,47,0
Texas,Illegal,1,Ore City,"1,238",3,0,1,0,2,13,7,5,1,0
Texas,Illegal,1,Overton,"2,498",7,0,1,0,6,14,3,11,0,0
Texas,Illegal,1,Ovilla3,"4,247",1,0,0,0,1,12,1,11,0,0
Texas,Illegal,1,Oyster Creek,"1,203",9,0,3,0,6,15,1,10,4,0
